country,collact,arab,id,eff,sdo,anger
10,9,8,10,2,3.75,9
10,9,10,10,7,1,7.5
10,9,9,9,7,1.25,4
10,9,2,10,6,1.25,8.5
10,8,9,9,3,1.75,8
10,8,6,8,7,3.25,5.5
10,7,4,5,6,1,9
10,7,5,10,4,1.75,5.5
10,7,7,7,4,6,5.5
10,7,8,7,1,1,8
10,7,10,8,7,1.75,6.5
10,7,-99,7,6,2,6
10,7,5,5,5,5.75,3
10,6,6,6,3,1.25,3
10,5,-99,-99,8,1,0
10,5,-99,3,6,4,4.5
10,5,8,5,2,2.5,4.5
10,5,3,7,4,1,6
10,5,6,5,8,1,6
10,5,8,9,2,1.5,5
10,4,7,5,9,1.5,2
10,4,6,-99,9,2.5,6
10,4,6,5,1,3.25,5
10,4,7,-99,4,2.5,2
10,4,7,6,5,1.75,4
10,4,4,2,5,2,6
10,3,7,6,4,5.25,3
10,3,6,5,8,3,7
10,3,-99,8,7,2.25,7
10,3,9,8,1,1.25,5.5
10,3,5,4,2,3.75,3.5
10,3,1,2,6,4.5,8
10,3,7,7,2,4,4.5
10,3,7,6,7,1.75,8
10,2,8,2,5,4.5,6
10,2,2,2,9,1.5,3.5
10,2,-99,2,3,2.75,6.5
10,2,9,5,2,2,6.5
10,2,6,-99,4,3.5,0
10,2,2,9,6,4,2.5
10,2,9,3,2,1,6
10,2,7,3,1,1.5,5.5
10,2,8,7,3,1,5
10,2,5,4,6,1.25,2.5
10,2,5,7,8,1.25,5
10,2,9,2,3,3,5
10,2,7,1,1,5.5,6.5
10,2,5,5,5,3.25,5
10,2,8,3,7,3.25,2
10,2,4,1,6,4.75,5
10,2,-99,6,6,4,5.5
10,1,6,2,10,2.25,2
10,1,10,5,6,3.25,3
10,1,7,1,4,2.25,3
10,1,3,5,1,1.5,8.5
10,1,6,1,4,5.75,0
10,1,3,2,3,3.25,0
10,1,3,2,2,3.25,2.5
10,1,3,2,4,2.25,0
10,1,7,4,3,3.5,4.5
10,1,10,1,2,1,5
10,1,6,1,9,2.25,1
10,1,7,1,2,3.5,4
10,1,5,-99,1,4.5,6
10,1,4,2,6,1.5,1.5
10,1,10,3,2,3.5,3.5
10,1,8,3,6,3.25,1
10,1,-99,2,4,1.25,5
10,1,-99,-99,7,3.5,6
10,1,7,1,3,2.25,6.5
10,1,8,5,3,2.75,8
10,1,-99,-99,1,4.75,2
10,1,7,1,8,4.5,0.5
10,1,-99,1,1,1,5
10,1,3,1,3,3.5,3.5
10,1,5,2,6,3.25,4.5
10,1,7,2,4,4.25,6.5
10,1,5,7,4,1.25,0
10,1,-99,5,3,1,5
10,1,8,-99,7,3,2.5
10,1,4,4,4,5,6
10,1,8,4,7,3,4
10,1,-99,3,7,1,2
10,1,1,1,4,3.25,4
10,1,10,3,8,3.25,3
10,-99,-99,-99,4,1.5,5
10,-99,-99,7,6,4,3.5
10,-99,-99,-99,3,2,3
10,-99,-99,-99,2,1.25,4
10,-99,-99,-99,5,3,6
10,-99,-99,-99,4,3.75,6.5
10,-99,7,4,6,2,6.5
10,-99,-99,5,1,1.25,3.5
10,-99,5,6,2,2.5,1.5
10,-99,5,-99,7,2.5,2
10,-99,7,-99,10,2.5,2
10,-99,-99,6,4,1,3
10,-99,-99,-99,8,1.5,5
10,-99,4,3,1,2.5,5.5
10,-99,3,5,1,1.5,4
10,-99,5,4,3,2,0
10,-99,10,-99,6,4.5,5
10,-99,6,-99,5,2.5,8.5
10,-99,-99,-99,5,1,2.5
10,-99,8,6,9,2.75,4.5
11,10,10,10,10,3,4.5
11,10,10,10,1,5.5,-99
11,9,10,1,5,3,1
11,9,8,10,5,1.5,-99
11,9,6,10,5,3.25,-99
11,8,10,8,3,1.75,1
11,8,9,8,4,4.5,8
11,8,7,7,4,5.25,6.5
11,8,10,7,7,4,2
11,8,8,8,5,5.5,5
11,8,8,5,8,3.25,7
11,8,10,10,8,1,6
11,8,9,8,3,5.5,8.5
11,8,9,7,3,5.75,-99
11,8,8,7,1,1.25,-99
11,7,10,9,6,1.5,7
11,7,6,6,6,4,6
11,7,9,8,3,5,8.5
11,7,8,7,1,3.75,6
11,7,8,6,3,5.75,7
11,7,8,7,6,5.5,-99
11,7,8,7,3,1.25,-99
11,7,8,6,3,3,-99
11,7,8,7,4,5.5,-99
11,6,6,6,5,5.5,5.5
11,6,6,6,4,5.5,5
11,6,8,6,6,3.5,5
11,6,5,5,5,5.5,5.5
11,6,10,7,7,2.25,4
11,6,6,6,6,5.5,5
11,6,6,6,2,5.5,7
11,6,8,8,6,5,5
11,6,6,6,6,5.5,5
11,6,6,6,2,5.5,6
11,6,6,6,6,5.5,5
11,6,7,2,3,5.5,2
11,6,6,6,5,5.25,6
11,6,8,5,4,3.75,-99
11,6,7,5,8,5.5,-99
11,6,7,6,6,4,-99
11,5,8,5,3,3,5.5
11,5,8,6,7,4.5,2
11,5,9,6,9,1,5
11,5,8,3,9,5,4
11,5,8,6,7,6.25,5.5
11,5,7,5,1,3.75,-99
11,5,5,5,3,1,-99
11,5,3,4,6,5.25,-99
11,5,5,5,3,5,-99
11,5,10,4,6,4.5,-99
11,5,7,4,3,2.75,-99
11,5,6,6,5,5.5,-99
11,5,5,5,4,5.5,-99
11,5,1,8,7,4.25,-99
11,5,5,6,4,5.5,-99
11,5,5,5,5,5.5,-99
11,5,5,6,7,2.25,-99
11,5,10,4,3,4.75,-99
11,5,8,5,6,3.5,-99
11,5,7,3,7,6,-99
11,5,9,7,2,1.75,-99
11,5,9,5,10,2,-99
11,5,9,5,2,4.25,-99
11,5,6,5,6,5.5,-99
11,5,3,5,6,5.5,-99
11,5,5,5,6,5.5,-99
11,5,5,5,8,3.5,-99
11,5,7,6,5,5.5,-99
11,4,9,4,4,3.5,2
11,4,1,4,3,4.25,5
11,4,10,1,6,5.5,7.5
11,4,7,5,6,4.75,4
11,4,10,1,6,2.25,2
11,4,5,4,7,5.25,5
11,4,7,4,6,1.75,6
11,4,5,3,5,1.25,-99
11,4,5,3,6,5,-99
11,4,8,4,5,2.5,-99
11,4,7,5,2,3,-99
11,4,8,5,5,2.75,-99
11,4,7,3,3,2,-99
11,4,7,4,6,3.75,-99
11,3,6,1,3,4.5,1.5
11,3,1,3,4,5.5,4
11,3,10,3,1,1.5,1
11,3,7,1,8,2.25,1
11,3,10,3,1,4.25,5
11,3,8,8,6,3,1
11,3,2,2,4,4.5,2
11,3,8,3,4,5.25,2
11,3,1,3,5,4,1.5
11,3,10,3,6,3.5,2
11,3,7,5,3,1.25,-99
11,3,4,3,3,5.25,-99
11,3,6,4,5,4.5,-99
11,3,8,8,4,1,-99
11,3,8,7,4,3,-99
11,3,5,8,1,4.5,-99
11,3,2,1,4,6,-99
11,3,9,5,8,2,-99
11,2,10,6,6,3.25,1
11,2,8,4,4,4.5,5
11,2,7,2,3,4,4.5
11,2,7,3,3,4.75,1
11,2,6,3,2,6,6
11,2,8,3,4,4.25,1
11,2,3,2,8,3.75,2.5
11,2,1,2,1,4.5,1
11,2,1,1,3,5.5,1
11,2,9,1,4,3.25,3.5
11,2,1,2,1,7.75,10
11,2,6,2,2,5.5,3.5
11,2,2,2,6,3.25,5.5
11,2,7,4,3,5.5,5
11,2,8,6,8,4.75,4
11,2,1,1,2,2.25,1
11,2,2,2,8,5.5,5
11,2,10,7,7,1,8
11,2,6,2,3,5,4
11,2,5,2,3,1,10
11,2,2,2,10,5.5,1
11,2,5,7,2,5,10
11,2,0,0,7,4.5,-99
11,2,2,2,5,5.75,-99
11,2,7,7,2,6,-99
11,2,2,2,6,5.5,-99
11,2,0,2,7,2,-99
11,2,7,5,2,4.25,-99
11,2,4,2,3,5.25,-99
11,2,6,7,6,3.75,-99
11,2,7,2,3,5,-99
11,2,7,3,7,4.5,-99
11,2,6,3,2,2.75,-99
11,2,2,3,10,6,-99
11,1,1,1,1,5.75,3.5
11,1,1,1,3,1,7
11,1,1,1,5,3,5
11,1,10,10,1,1,1
11,1,1,1,2,2.75,6
11,1,1,1,6,4.25,6
11,1,10,5,6,5.75,6.5
11,1,1,1,3,5.5,6
11,1,1,1,2,2.75,1
11,1,1,1,4,4.75,1
11,1,1,1,3,5,1
11,1,10,1,5,1.25,1
11,1,1,1,1,4,5
11,1,1,1,5,2,5
11,1,1,1,4,5.5,1
11,1,1,1,6,5.5,5
11,1,8,1,3,3.666666667,1
11,1,5,1,4,2.75,4
11,1,4,6,5,3.75,3.5
11,1,10,1,1,3.25,1
11,1,1,1,5,5,1
11,1,1,1,6,5.25,5
11,1,1,1,3,5,5
11,1,1,1,6,5.25,1
11,1,7,6,3,5.75,2
11,1,1,1,9,3.5,1
11,1,1,1,5,5.75,1
11,1,1,1,6,4,5
11,1,6,3,3,5,7
11,1,1,0,1,4.5,-99
11,1,8,1,1,7.75,-99
11,1,0,3,5,2.75,-99
11,1,10,1,5,1.25,-99
11,1,1,1,9,1,-99
11,1,8,5,3,1.5,-99
11,1,10,4,1,4.25,-99
11,1,6,3,6,4.5,-99
11,1,8,1,4,3.5,-99
11,1,10,6,3,1,-99
11,1,6,4,6,1.5,-99
11,1,1,1,1,3.5,-99
11,1,8,3,3,2.75,-99
11,1,1,1,10,5.5,-99
11,1,7,1,3,4.5,-99
11,1,9,3,9,2.25,-99
11,1,8,0,3,1,-99
11,1,0,0,4,6.25,-99
11,1,6,0,7,5.75,-99
11,1,0,1,1,1,-99
11,1,4,0,8,3.5,-99
11,1,10,1,8,3.25,-99
11,1,7,5,7,2.75,-99
11,1,5,1,10,3.25,-99
11,1,1,1,1,5.25,-99
11,1,7,1,4,2.25,-99
11,1,6,1,6,7.75,-99
11,1,5,1,3,4.75,-99
11,1,1,1,4,5.25,-99
11,0,0,0,1,3.75,-99
11,0,0,0,1,1,-99
11,0,8,0,7,2.5,-99
11,0,0,0,10,1.25,-99
11,0,8,0,3,1,-99
11,0,8,0,8,2.5,-99
11,0,6,0,8,2.5,-99
11,0,1,0,5,1,-99
11,0,0,0,1,5.5,-99
11,0,0,0,3,3.75,-99
11,0,6,3,1,3.5,-99
11,0,10,0,1,8,-99
11,0,0,0,1,5,-99
11,0,0,0,1,7,-99
11,0,0,0,1,5.5,-99
11,0,0,0,6,5.5,-99
11,0,0,0,5,3.75,-99
11,0,7,0,8,1,-99
11,0,0,0,3,5,-99
11,0,5,2,5,3.25,-99
11,0,0,0,6,4,-99
11,0,0,0,10,1,-99
11,0,0,0,3,5.5,-99
11,0,0,0,6,5.5,-99
11,0,0,0,5,2.25,-99
11,0,5,0,6,4.25,-99
11,0,0,0,3,2.75,-99
11,0,0,0,4,2.5,-99
11,0,0,0,8,2.25,-99
11,0,0,0,1,5.5,-99
11,-99,-99,-99,4,-99,-99
11,-99,-99,-99,7,4.75,-99
11,-99,-99,-99,3,-99,-99
11,-99,-99,-99,6,5,5
11,-99,-99,-99,6,1,-99
11,-99,0,0,1,3.25,-99
12,99,99,99,99,-99,-99
12,99,6,6,3,4,4.5
12,99,4,5,2,3.75,6.5
12,99,10,9,9,4.5,5
12,99,5,1,2,2.5,5
12,99,99,99,9,-99,-99
12,99,5,7,6,3.5,6
12,99,6,6,6,4.75,4.5
12,99,1,3,3,5,4
12,99,99,99,6,-99,-99
12,99,2,1,3,2.5,1.5
12,99,9,4,3,2.25,1.5
12,99,5,3,7,4.25,9
12,99,3,2,3,2.25,1
12,99,4,3,4,5,5.5
12,99,10,10,1,1,2
12,99,3,1,3,1.25,4
12,99,2,1,7,1.25,4.5
12,99,1,1,1,3.25,6
12,99,5,1,5,4.5,5.5
12,99,4,2,9,2,2.5
12,99,1,1,2,3,4.5
12,99,3,5,4,2.5,3.5
12,99,1,1,4,3.5,5.5
12,99,7,6,10,4.25,6.5
12,99,9,8,7,2.5,6
12,99,8,8,5,1.5,7.5
12,99,8,6,10,4.25,7
12,99,9,7,8,3.25,8
12,99,10,9,10,1,3
12,99,3,1,6,6,5
12,99,7,6,4,3,8.5
12,99,7,3,5,3.5,2.5
12,99,10,7,3,1.75,2
12,99,8,5,10,3.5,6.5
12,99,7,8,7,3.5,5
12,99,8,7,4,2,2
12,99,4,1,1,3.5,5.5
12,99,7,7,8,2.25,4
12,99,5,5,8,2,8
12,99,5,2,3,3.75,5.5
12,99,8,6,8,3.25,6
12,99,8,1,10,1.5,1.5
12,99,5,7,7,1.5,3.5
12,99,6,6,1,2.75,5
12,99,6,2,5,3,5
12,99,7,4,8,2,5.5
12,99,5,1,5,3.25,3.5
12,99,5,4,8,2.75,6
12,99,8,3,8,1.75,3.5
12,99,5,3,5,7,5
12,99,6,1,6,1.5,2
12,99,5,3,8,5.5,5
12,99,7,1,8,4.5,8
12,99,7,8,6,4,2.5
12,99,9,4,8,5.5,4.5
12,99,5,1,4,3,4.5
12,99,10,9,8,1,1
12,99,6,10,5,9.5,6
12,99,6,4,5,5.5,5.5
12,99,9,6,2,1.75,4
12,99,8,4,9,1,-99
12,99,5,3,8,2.75,5
12,99,8,5,8,6.25,5
12,99,5,3,7,4.5,5
12,99,9,4,4,3.25,4
12,99,5,7,9,2.75,3
12,99,4,4,2,4.5,3
12,99,3,2,6,4.25,2.5
12,99,6,2,5,4.25,5.5
12,99,1,2,3,5,2.5
12,99,8,4,8,3.25,3
12,99,8,6,9,6.5,5.5
12,99,10,7,10,1.75,6
12,99,9,4,7,3.25,3
12,99,9,6,7,3.25,5.5
12,99,5,4,6,3.5,3.5
12,99,9,9,3,1.75,9.5
12,99,4,7,4,3.25,6
12,99,5,3,5,3.75,3.5
12,99,5,4,6,6,6
12,99,8,7,2,4.5,5
12,99,5,7,8,2.75,4.5
12,99,2,5,5,4.5,6
12,99,8,7,3,2.5,1.5
12,99,4,6,9,2.25,9
12,99,1,1,2,5.25,5
12,99,6,6,7,3.25,7
12,99,4,4,10,3.75,7.5
12,99,9,8,2,6.5,2.5
